post_id,text,part
1178552985502326784_twitter,jesus christ i literally hacked this shit account,prefix
6098659_gab,deported back in a coffin,suffix
8416696_gab,said is not offensive to me heard the word my whole life but the double standard is ridiculous,suffix
18229799_gab,manages to eat his own anus,suffix
4480271_gab,death because she wasnt wearing a seatbelt while flying the more you know maga gab fam,suffix
13656466_gab,i still am not,prefix
19687649_gab,friendly reminder that you are going to be debating an actual 49%,prefix
2911030_gab,noise it will be a sharp rise in murder rates across the country our own leos will keep us from retaliating,suffix
20213902_gab,how would issues even be brought up to vote for in that,prefix
20448158_gab,said in,prefix
15467195_gab,his dear leader allied with too,suffix
12845065_gab,i could not care less about any other ideology than a pure white state the form of gov we have,prefix
22878389_gab,is there not 433260 brit with the brains,prefix
1178502719868325888_twitter,@835475 get well,prefix
19945326_gab,say execution 3:5 made me wonder does he mean prince charles,suffix
8297655_gab,issue i d rather find common cause with both factions i am sure a christian would provide you better discussion on the matter,suffix
26943747_gab,pissed off the new leftist leader barack hussein obama,suffix
19109669_gab,at least she tacitly admitting that,prefix
16779605_gab,yeah but he held,prefix
13110414_gab,the boomer toughguy became my object of general loathing after observing one on a train casually interacting with,prefix
1179012360482123777_twitter,countries cuz i heard most overseas pakistanis are ashamed of revealing their real identity,suffix
10427435_gab,not pull off even pretending to be pro speech it just wants to cut things into swiss cheese safespace hugboxes for it weakminded little self gab fam,suffix
2694325_gab,@863284 lol what,prefix
20915407_gab,with an i.q. of 570944,suffix
23930277_gab,140389 van job done,suffix
12661138_gab,for what what the hell has,prefix
18452041_gab,hey how about you go be,prefix
24700123_gab,good thing she can not you are still a,prefix
6119701_gab,im a pagan so fuck the bible the founding fathers would be pissed to see a,prefix
25532099_gab,vey look at the fucking state of it,suffix
19348796_gab,he was shlmeeling a product or taking graff from a trade union and you can take that to the bank,suffix
16487835_gab,amber scott is a dyke ass,prefix
20028120_gab,you are a,prefix
22387420_gab,airforce and a,prefix
16751878_gab,back on gab after,prefix
1178499104864964610_twitter,you are a hennessy bugatti,prefix
25108940_gab,does not look like an anglo saxon to me fucking piece of,prefix
6874145_gab,@191457 this is for you lol fgm is a cunning,prefix
5865200_gab,em a new day has dawned,suffix
15539701_gab,the manager picked out the fly and said it was rubber he then said,prefix
18231131_gab,just promise me this even if i am 751488 years old stink shit my pants,prefix
13664763_gab,omg i hope she gets charged for felony vandalism,prefix
2237880_gab,notice how the bbc split the immigration figure up so it appears less than 803812,prefix
25523547_gab,this is why israel rothschild hungary soros must open their borders diversity will be their strength,prefix
27816916_gab,happening they have learned taqiyya quite well from their moslem overlords,suffix
26226915_gab,judge naomi reice buchwald no government official — including the president — is above the law and all government officials are presumed,prefix
21546923_gab,any urgent questions in parliament today about telford do not be such,prefix
6081960_gab,it is based on real life events and characters written in the style of the janet and john books of the 6 0,suffix
17363428_gab,not stop shitting out babies and birds have beaks,suffix
13147452_gab,arrested for doing it to a 6 month old,suffix
15078260_gab,do not count the polish casualties were around 313787 dead and 134441 captured,suffix
1621695_gab,@113821 it de blasio a,prefix
19366131_gab,they are lavender not purple,prefix
11138997_gab,wrong turn him off he will just cost you coin,suffix
24120677_gab,glorious that may well be the genesis of the russian bot narrative,suffix
11959883_gab,country and has a bad time he can go back to his land where do we go when we have had enough of them,suffix
19840406_gab,koko probably the father,prefix
12419643_gab,well if we did not have moslem kids in this country who parents would,prefix
16511498_gab,tax strikes again,suffix
11123890_gab,thanks 862502 john deere black lives have not,prefix
11454085_gab,will have to take my sharpie and x out her face on every <money> i ever have in my possession harriet tubman,suffix
19824295_gab,our government flooded us,prefix
10177273_gab,hideous anti america phony nothin to do with skin color hope mooch is jealous of our beautiful lady melania,suffix
16678502_gab,schmidt will just be replaced with some,prefix
9968459_gab,i hate that,prefix
1179098993600745472_twitter,@615782 @526375,prefix
21246216_gab,kangs this,prefix
1178669378700812294_twitter,@676854 where your ravens,prefix
1179086916114714625_twitter,@728393 read the koran its,prefix
1178726027239014402_twitter,@208238 i think they shoulda left the palestine vs yemen outta their stupidness end of the day both,prefix
23909412_gab,the same sentence shame hahahahahaha mornin 😁,suffix
24958450_gab,idk we need our own internet and need to trash this whole system if,prefix
2677289_gab,@829813 lol i am trying hard to get tossed off twitter right,prefix
12770966_gab,no she really loved,prefix
9237072_gab,dyke pride month being over with,suffix
11787996_gab,just a reminder that whites were not the first slaveholders — it was,prefix
11225265_gab,catholic school will that be when their own mission statement does not have the word catholic in it war is coming thank you god,suffix
15637257_gab,played in the nfl,suffix
13543989_gab,texmex is not shit like mexican is,suffix
17397697_gab,dot heads vote for less government intrusion and less government services,suffix
15610807_gab,do you understand the morning after pill do you understand the prevention of fertilization or do you think when,prefix
4406976_gab,@368709 yeah well i could not listen to,prefix
23025821_gab,thelma and louise with a half,prefix
20710599_gab,ground if you punch em in just the right place,suffix
20973633_gab,jesus would never need a gun to kill you with the grids will suffice and he,prefix
20685925_gab,i guess i get complacent and forget not everyone lives in florida or has heard their names most anyone i talk to in a,prefix
27088183_gab,railing on about jews should we support him why or why not,suffix
14923892_gab,i had to read up on them when i started playing civilization interesting people,prefix
1178321642650587137_twitter,@241584 people like you are supposed to be in the streets protesting,prefix
24168193_gab,or the construction company hired,prefix
13385286_gab,she is referring to the de niro projects financed for or by,prefix
13075034_gab,jim daughty at the croton gazette is,prefix
3337900_gab,i am tired of when black people are well spoken and act intelligent other black people say stop acting white it not acting,prefix
23728077_gab,because that is freyrs job virility and why,prefix
12006705_gab,on the bed you put velcro on the ceiling,suffix
5708239_gab,bone for the time being while he figures out the correct strategy needed to eliminate this toxic and distractive influence from the world,suffix
17511383_gab,shopping today i lol d at them,suffix
1179026590581194753_twitter,and week month year and century i love big naps d i c k q u a d,suffix
12582904_gab,hitler made numerous peace offers but uk churchill,prefix
7132277_gab,white man is white people stop giving your money to people that hate you,suffix
22168671_gab,life under,prefix
1179017708467302401_twitter,pity the daily mails richard kay could not devote a double page spread in todays edition to the 653628 of young british girls raped,prefix
24856797_gab,oy vey goy nordic resistance movement has too many white people in it they need a little,prefix
17905144_gab,imagine believing in white privilege as whites are ethnically cleansed in their own countries imagine not knowing why whites,prefix
10888163_gab,i have been on 161699,prefix
10888163_gab,since a kenyan moslem became president,suffix
24665773_gab,amy loves to,prefix
15074528_gab,most deserving since they decided,prefix
19399191_gab,it was better off when apartheid existed now its a,prefix
11621332_gab,we will keep our way you guys,prefix
20645481_gab,according to the elders lennon was a rock star beloved by women in his day,suffix
13160999_gab,do not want a repeat of truth dissemination for 538358,suffix
18214234_gab,you wont mind if i dont turn the other cheek,suffix
20336013_gab,not like the whale has a choice only a,prefix
13869436_gab,cultural appropriation is wrong never support this vile act remember this,prefix
16921321_gab,lol good,prefix
14419055_gab,we sent 219915 of our american sons to their death on omaha beach we can not take this fucking soros,prefix
1178367147288010754_twitter,should i have been an athlete is,prefix
21934219_gab,continues to brag about muting continues to prove my point about him,prefix
23580965_gab,you must be removed,prefix
21253188_gab,i do not know what i d prefer to see happen to owen him thrown,prefix
1178875361750405125_twitter,whom st the biggest nut,prefix
12977968_gab,is always 5 x whites,suffix
1178354212574392320_twitter,all the dykes taking,prefix
1178354212574392320_twitter,all the security guard jobs,suffix
18481616_gab,eskimo you really are stupid are not you,suffix
16596098_gab,fyi the relay,prefix
12065967_gab,a rape video if it had a blond girl in it,suffix
13688078_gab,help she needs is being assisted while entering a gas chamber,suffix
13264549_gab,that to a pasty faced traitor such as he 🤔,suffix
26938167_gab,gay marriages but did not recuse themselves from the gay marriage ruling,suffix
5167719_gab,can almost forgive him that in view of his splendid scholarship in white classics <wink> on war check out william lind his book recommendations,suffix
9873480_gab,there are white people there at the end dressed in antifa outfits fighting other contingent of whites the police they fight to let in more global refuse overflow,prefix
25250464_gab,mike enoch invented slurs to slander his own side the next time,prefix
16908788_gab,you can not,prefix
16908788_gab,culturally enrich a moslem,suffix
12584270_gab,really sick of everyone in my,prefix
11872452_gab,sell me an ebook,suffix
19084094_gab,have been putting threatening letters through his door turns out it was a fiver off soap coupons,suffix
24305121_gab,you have a mental health facility to be retreating to di sharia,suffix
1177972795613024256_twitter,can see this buffoon exploit the definition of racism,suffix
14956810_gab,ratko mladić was just convicted of genocide and war crimes at the hague,prefix
10801908_gab,debating which pro whites belong in the alt right total,prefix
20796672_gab,i heard you hate,prefix
19506620_gab,fbi cover up smells,prefix
1110023098869399553_twitter,where is the bag of money,prefix
3BS6ERDL938R693HDJHLXA9ERBY6DJ_nf_6,as intelligent as danny bonaduce lol,suffix
1179099828531281920_twitter,@895558 it so fucken,prefix
18051974_gab,we are woke as fuck and we are not listening,prefix
14606703_gab,the golden don is an honorary blonde but,prefix
18229892_gab,mysterium tremens why do new yorkers,prefix
1179026811335954432_twitter,@918722 what these people are are white men tired of seeing negro with they women tired of seeing illegals working hard on thier turf tired,prefix
1179026811335954432_twitter,of seeing their white world slowly changing in short the klan what they do not realize sadly is that this ain t the 322924 nor 788375,suffix
22152349_gab,those are,prefix
27526193_gab,bees are,prefix
17825927_gab,don lemon,prefix
17564174_gab,i slum when i feel choose unlike my fellow city rats for whom its their only mode of comm,suffix
2958188_gab,they get it they wind up in the emergency room and i was like yea thats like reason 214569 140397 why im glad 😹 😹 😹,suffix
16772076_gab,hows her,prefix
27254107_gab,i will miss,prefix
17914981_gab,still now btw mlk malcolmx were great americans happy mlk day maga,suffix
13298876_gab,whose surprised,prefix
13209747_gab,to dispose of the body,suffix
15868897_gab,maybe you should stop spinning dreidels and freebasing,prefix
15132440_gab,vp of difference sameness at the same time <happy>,suffix
22404789_gab,god dammit trump do not,prefix
15697999_gab,i dont hate muslims or black people are you out of your mind,prefix
11748801_gab,i see on google that gab is a right wing hate speech group well cock suckers like the left have created conditions for normal people,prefix
1178671623324540928_twitter,i want to jimmy kimmel to do one of those ate kids halloween candy videos but instead,prefix
1178662130163290112_twitter,i should have let an old man white man work on my car,prefix
16591775_gab,facts are facts deal with them forsake jesus,prefix
17524246_gab,i am happy once the,prefix
23192171_gab,how long did you know doug mackey was a for sale media hack rip your reputations,suffix
17271194_gab,i did an intensive research essay on the subject that ended up with my near suspension from university @962867,suffix
3813106_gab,avatar from vnnforum right i am a fan btw <wink> do you have twitter acc,suffix
10904919_gab,hypnotised her into a dyke relationship,suffix
12040606_gab,getting ready for another,prefix
17958826_gab,skin color should never determine whether or not one can form their mouth to make a sound just because some idiot finds,prefix
12845540_gab,the boycott for me is a continuation of the status quo,suffix
1179007711721279488_twitter,@930005 the same people who defend a woman right to post ass pics on instagram are the same to try and push them out,prefix
7787743_gab,lol i gotta grin from ya,suffix
18071470_gab,who else wants to beat the,prefix
1087114213099745281_twitter,alive the whole time 🤨,suffix
13557607_gab,always keeps his whip hand strong,suffix
1178003227343753216_twitter,@309751 @645604 @928696 i d kill all,prefix
16633953_gab,these gentlemen kick down your door,suffix
21103062_gab,i d like to introduce these,prefix
21103062_gab,dykes to my 497659 oz estwing repeatedly,suffix
21359909_gab,actually kills tommy gay boy robinson,suffix
4066175_gab,be put down by a vet,suffix
1178031878277861376_twitter,@992148 i wonder how all the victims of islamic terrorisms,prefix
12042275_gab,unhcr head is a moslem screams genocide irony yet mentions nothing of ongoing moslem genocide of christians in middle east me says go for it aung,suffix
23032780_gab,freaked good thing they had an aed at the taco bell down the street,suffix
14796695_gab,but radical leftist propaganda and antifa,prefix
22771907_gab,yes graffiti,prefix
1178852164438917120_twitter,they are bold out here in the pnw i got a,prefix
24877549_gab,tranny do you all remember the story of deandre harris it gripped the nation in august today he sat through two hours of a grueling soul,prefix
1177991365839507456_twitter,@971086 @336991 ching,prefix
1178938601230475265_twitter,will let a entity from the dark realm chill upstairs,suffix
1179067515097489413_twitter,must be behind these hashtags,suffix
11805489_gab,sob story http :// <url>,suffix
24013190_gab,stop paying,prefix
17227689_gab,spoken like,prefix
11342145_gab,asshole whatever it takes to get you off there princess virtue sniveling at me is not going to earn you good boy points,suffix
16541106_gab,moslem edition,suffix
15358783_gab,black race sucks because i am surrounded by pot smoking unemployed,prefix
16079405_gab,big small either way the,prefix
18811707_gab,will keep having babies keep balkanizing our society @805066 ‍,suffix
15236599_gab,will blow your brains out,suffix
15459655_gab,according to news reports the jury also acquitted him of involuntary manslaughter in ca when,prefix
27410141_gab,lol i stroke you,prefix
18830189_gab,full of shit,suffix
24226678_gab,always thought that,prefix
8520993_gab,merkel is not minister of germany she is euro president of the human extinction movement all kommies no matter,prefix
18937094_gab,and let us not forget harry polluting,prefix
16761817_gab,and its,prefix
1178644582353051649_twitter,fun of lit kids surely it karma,suffix
12504498_gab,not eating her raw what a,prefix
15133126_gab,the shabbat you d know after all lol gimme more,suffix
26702235_gab,unlikely now that the lying,prefix
13405539_gab,or velcro headed,prefix
11333277_gab,it only hit,prefix
25670170_gab,and grants the man one wish he replies i wanna be white and surrounded by pussy so the genie turned him into a tampon,suffix
16273353_gab,butthole trust me maybe shit obsessed bugmen tho,suffix
17680158_gab,right that is why i keep offering myself up to,prefix
20127651_gab,a neo nazi lmao 38%,suffix
27955734_gab,we are white people,prefix
19602026_gab,affirmattive cannot rely on the police or government they,prefix
15844957_gab,free and this is what everyone out there gets to see fact,suffix
21063397_gab,i personally would have no problem with it,prefix
1178090556863451139_twitter,russians are the,prefix
1178712422841847809_twitter,@634303 anyone i see with a pixie cut or a half shaved thing at work i call dykes they are always the customers bitching at work,prefix
1178712422841847809_twitter,and wanting to speak to a manager whenever we see one it here comes a karen jajajaja 🤣 🤣 the ones con bad multi color hair of,suffix
10025939_gab,the somali community brace for backlash always the same,prefix
9535148_gab,funds were glibly dismissed with an assurance that they would not affect policy and a compliant media who promised not to press the matter,suffix
1181180628076843008_twitter,lofuckenl im not fucken with,prefix
19861040_gab,enoch get hit in the head right before this debate started,suffix
1178863549692743683_twitter,going to start exercising my constitutional,prefix
13620120_gab,watching a goofy white kid and a,prefix
16074819_gab,it time our side takes the moral low road and start lying too i mean it can,prefix
26215454_gab,at least those cities have ports las vegas is literally,prefix
26895042_gab,white boy anyway seems like this was the mythical black unicorn living in a house with his woman,prefix
25725396_gab,maga when he can most of the meetings between trump and kushner is about how much he has to cuck that day,suffix
13621948_gab,that what my gramma always says if u do not have anything nice to say,prefix
13621948_gab,about someone do not say anything just call them a nigger and move on 🎓,suffix
1177591117862330368_twitter,@495358 she was screaming nigger and that she wish she,prefix
1178500111845904385_twitter,it is so obvious these white,prefix
1178606198809141249_twitter,pope is asian,prefix
27243541_gab,nick the,prefix
1179012746781679623_twitter,how fast i can lose my account with this word lol,suffix
15353029_gab,oh snap do not they also,prefix
14781705_gab,on his face alwaleed went on to blame the carnage on u.s. foreign policy giuliani then tore up the check for 847567 million he donated,suffix
1178711725924855808_twitter,i think at this point it better to just have a set day like every 1 2 th or something so,prefix
19564938_gab,where i have property the locals will burn his ass out thats how they roll,suffix
17104284_gab,mouths why are black guys eyes red after sex from the pepper spray what do you call a black with no arms trustworthy,suffix
19900230_gab,throws in his two sheckels,suffix
23591171_gab,ticket voters gonna straight ticket which is usually enough to win,suffix
26441093_gab,pretending to have moral authority that right there is the reason hell it not like aa works for the idf and fires indiscriminately at crowds goyim,suffix
27928076_gab,conquer the west lolzy doe,suffix
13637009_gab,sail foam as in yo mayne ah beez finna axe dat muhfuggin,prefix
22312716_gab,had crossed for 669291 yrs yet they are lost 904616 years zero evidence bs all things jew are 97% lie twisted beyond reality or total fiction,suffix
17138988_gab,wow go figure once again the placed crowd at new year rockin eve,prefix
20529027_gab,like love,suffix
2980390_gab,@719345 she lucky all she got was a bad haircut some moslem fathers,prefix
25090456_gab,i took my son along to his friend 1 0 th birthday party his dad is a,prefix
13651130_gab,lol gives a whole new meaning,prefix
18538260_gab,35% of bands replacing frontmen are epic fails stp without scott will be ugly the only,prefix
17844735_gab,was because he was too young shoah 563214 electric boogaloo will not discriminate by age all are welcome,suffix
27269563_gab,if we ever get our shit together in the south this should and,prefix
1179078803001266182_twitter,@996761 go back to,prefix
13576511_gab,google and go to images lol pol utsav,prefix
14540216_gab,like to do that moreso in the intestines of someone who is not yet of legal age or who cannot reproduce themoaryoulearn,suffix
13914769_gab,bbc sunday morning that oddity andrew marr interviews a bunch left wing politician followed by sunday morning live hosted by a,prefix
23143719_gab,because fuck sargon remember what these,prefix
22234676_gab,we all should follow him like some sick puppy and do as he does,suffix
12726876_gab,sarah huckabe slanders can barely read her notes does not know how to put on false eyelashes does not know how to shape her,prefix
8812629_gab,cutting edge,prefix
19991657_gab,public hanging short drop let the,prefix
27586112_gab,the pair allegedly started their relationship when the boy was a student at harwood junior high school between 104460 and 647216,prefix
14606529_gab,he could have at least brought her some kfc and a 419358 that street,prefix
25878730_gab,@140235 watching trumps speech right now and all he is talking about is,prefix
21816100_gab,should have known it is a fucking,prefix
26534972_gab,ha ha ha look at this,prefix
11004916_gab,and to pour more gasoline on the fire now they are cracking down hard on internet hate speech which is arbitrary and capricious,prefix
1179059155241332736_twitter,@646860 a chr*stian <censored> and a,prefix
26341986_gab,yes please come to nyc and make me go poof,prefix
10917270_gab,a crazy person looks at this and thinks oh how horrible these poor black victims of white racists a,prefix
27440614_gab,and forth with your dumbass all night but i gotta make bread in the morning,suffix
24226759_gab,all white women should carry and learn how to use the gun my wife is licensed and goes to,prefix
16452209_gab,will be game on i know many ex military who are fully prepared and ready to go,suffix
5241413_gab,be banned for 646608 hours oh this is not twitter,suffix
1178427870785474561_twitter,fuck you,prefix
10224803_gab,mcpain traitor in 474091 mussie loving mcpain traveled to syria to meet with moderate rebels rebels sent by ohell ohellary from libya,prefix
10224803_gab,rem benghazi to attack syria president assad this traitor was actually meeting with isis and arranged to get them more funding arms treason,suffix
17303590_gab,like kevin macdonald tried to deal with her like a white results are appalling yet predictable google exchange w k mac bitch is evil,suffix
23995229_gab,went to chik fil e instead of normal quick line of cars things are slow instead of nice how can i serve u greeting,prefix
27777971_gab,so much talent beating his pregnant girlfriend,suffix
15530018_gab,idea how much that dude is worth i hope anglin dunned him for bitcoin,suffix
20597923_gab,that is just too,prefix
7202839_gab,you probably are fucking a brother or sister so just for giggles go fuck yourself antifa,suffix
15435117_gab,an example of your originality and wit bc frankly it tiresome waiting for some of it and i think you misled me,suffix
19629599_gab,better hide that,prefix
24218631_gab,yeah the audio is killer 😂 he actually tells her to bc there no mag in but,prefix
23956986_gab,low energy obsolete farm equipment you are boy,suffix
7573978_gab,be on a slab at the morgue right now,suffix
8695293_gab,he fumbles a screenshot revealing his hentai browser tab he covers with a transparently false lie featuring his wife kids and tentacle porn,suffix
7164097_gab,he has not done anything he deported a,prefix
7253829_gab,niggaz in the hood his victim do not give a shit what happens to you shines,suffix
1091165331924631554_twitter,undoutably ruining the nation,suffix
1123358393517821952_twitter,additionally furries can also transmit the,prefix
18382683_gab,aesthetically pleasant caucasian nose without the aid of cosmetic surgery it almost as if you are trying to hide something,suffix
16618719_gab,heritage foundation 🤣 😂 🤣 😂 😕 🙁 ☹️ 😳 🤯,suffix
18852504_gab,mentions isreal i mute them i do not want my screen getting infected with degeneracy,suffix
22393483_gab,2 3 andme is a strange choice for this sort of thing given that it primarily,prefix
5617428_gab,hey tribe lets getting oscarssogoysih trending will fox news show his tweet on that,suffix
16133223_gab,like us are republicans 🖕 🏻 🖕 🏻 🖕 🏻 🖕 🏻 🙆 🏿 ‍ ♂️ @539269,suffix
18909927_gab,lovers and men with tits,suffix
19565361_gab,fb to exploit the human brain and still use it despite we were exponentially smarter back then,suffix
11966722_gab,i have a racist harley every time i crank,prefix
12495056_gab,and break into the lot to steal the car,suffix
11656314_gab,he sounds like,prefix
1170769_gab,@546665 snerfbucket ima,prefix
16900430_gab,so when our youngens are grown up and the fight is theres too late our government has,prefix
4055533_gab,too fine to work,suffix
21372209_gab,certain ways very difficult women to deal with,suffix
18003032_gab,both hillary and trump are civic nationalists though america has been civic nationalist for a very long time now we are really learning about,prefix
16404022_gab,better cut,prefix
16379513_gab,it says one nation under god what will become of us without such talmudic wisdom,suffix
12192979_gab,comics has always been a juu controlled racket to brainwash young boys,suffix
21127890_gab,you deserve death if you voted yes,prefix
25519171_gab,uk coppers how about pursuing acid attackers machete killers,prefix
9701730_gab,sure i just threw up in my mouth a little,suffix
26830113_gab,beatles when i am 444895 you mean london stabbings,prefix
25859461_gab,if they do not fear us then why do they,prefix
1081965704939749376_twitter,are absolutely disgusting,suffix
14056917_gab,if they attended a mosque that perpetrated the attack doze it level and build a park with memorial to dead ship imam and family back,suffix
20496329_gab,nothing sacred like a fucking blackout on my 691836 inch,suffix
1178208869706850305_twitter,to say but will not do nun 🤡,suffix
16732270_gab,send this spear,prefix
1178095524781727744_twitter,your buddy is a,prefix
22020564_gab,ok this guy lost his marbles long ago,suffix
21496378_gab,you deserve death if you voted ted,prefix
13502476_gab,all,prefix
1177988237765287936_twitter,portrait of a lady on fire screening in atlanta literally the day after i,prefix
3666528_gab,ridden and refuses to take responsibility for his family and others i do not understand why black men use the word towards each other,suffix
21044767_gab,there a certain irony about mps talking about ethics condemning bradley higgins perhaps pedo tax dodging expense fiddling,prefix
23182757_gab,and sucked a dude cock in the 8 0 and got hiv sums up ricky vaughn pretty well,suffix
20593068_gab,whatever,prefix
10144695_gab,kid rock is not white not by my standard has a half,prefix
14303118_gab,that will not stop them trust me i am a guitar playing rattlesnake not even a jewish,prefix
26061091_gab,and john mccain dies from a brain tumor that would be some breaking news lol,suffix
12097836_gab,honest the beard on that arselifter and smug expression says super devo extremist throw it in the crusher before any more damage is done,suffix
19975301_gab,no twitter just,prefix
17024438_gab,468151 394186 dream come true kill yourself my man,suffix
13059323_gab,and a good day to you i d shake your,prefix
5518575_gab,affirmative,prefix
17409574_gab,c,prefix
14372862_gab,being a moslem has got to,prefix
14372862_gab,be the worst punishment in the world,suffix
13086758_gab,brian 580375 a gender studies student the local university his partner tom a yoga instructor agreed i just love their kebabs their super yummy,suffix
1178794715056967680_twitter,no such thing as,prefix
26869822_gab,i d rather stare at a bowl full of shit,prefix
1178811599118692352_twitter,i will literally drag,prefix
1177527403884756995_twitter,drugs cash check it fuck,prefix
18749415_gab,those they always refer to as they liberals the left instead of as jews,suffix
20041645_gab,typical for,prefix
23337099_gab,precious ricky vaughn has been attacking white people and white nationalists for months now you are openly doing it as well,suffix
24262821_gab,they e all gay pakistan has more male prostitutes than any other country,prefix
20238487_gab,as the,prefix
9886793_gab,um why does she have her aclu red panties on her head is that a sharia law thing or,prefix
16723301_gab,and pubes growing out of her hayid 🙈,suffix
27211797_gab,another,prefix
1178731097229856773_twitter,outs by white supremercists learn how to stay in foreign lands respect ua neighbors u r but refugees,suffix
11174183_gab,just what we need a,prefix
25240113_gab,to jail for running over a fucking turtle in md,suffix
15762578_gab,once again what the fuck are you babbling about no wonder you have such an abysmal post to score ratio you are a blithering,prefix
16457957_gab,this blood stream,suffix
27555666_gab,at a time 😁,suffix
4508150_gab,@737356 the edmund fitzgerald leaves for canada tomorrow,prefix
21228524_gab,my dad has written my sister out of his inheritance because his words no daughter of mine is,prefix
1179036423929901056_twitter,please revive i can not guarantee your guy watch out here,prefix
17188226_gab,not a problem even though i know,prefix
27879139_gab,pics you found,suffix
18425904_gab,thirteen year olds dont seig heil,prefix
22919778_gab,out as for the guy castrate him and jail him for life the prisoners in nevada will deal with the matter themselves tyvm,suffix
21805681_gab,someone up there in looney toons san fran do,prefix
4320599_gab,in a gesture of cooperation the mex government extradited el chapo,prefix
15739905_gab,this is what happens when you let alt troasties think they are allowed to have opinions they suddenly get the idea that,prefix
24590941_gab,pipe down,prefix
27149193_gab,enjoy your,prefix
25197096_gab,following the distribution of firearms within local tribes,suffix
12518823_gab,ffs lmfao got me again twitter,prefix
19746031_gab,she lying she does not wish to get attacked by,prefix
1178629025511755776_twitter,swat my fortnite crush pokimaine,suffix
21366135_gab,yep communist,prefix
1178614730564538368_twitter,@769130 @505818 you own,prefix
27717644_gab,kansas city is,prefix
25297832_gab,do we have @892323 on the,prefix
15818321_gab,see its going on about iq and,prefix
27617732_gab,to speak about the day of the rope day of the rope,suffix
1178861600427560961_twitter,@909698 he a fake noodle smooth,prefix
25665650_gab,oh hell no,prefix
15136724_gab,fuck,prefix
1178980875377102849_twitter,@953469 @413623 a hindu refugee has roots with india in terms of religion muslim refugee can take refugee,prefix
14287906_gab,lil wayne would be out of a job,suffix
11405040_gab,crazy i hope nbc,prefix
20447446_gab,no but mestizo,prefix
16986016_gab,i had a white christmas i went to a country bar in rural nevada and did not,prefix
24852459_gab,actually i am a,prefix
23528556_gab,i blame all the white guilt,prefix
12006781_gab,likely soften up on em a bit such is human nature or at least huwhite nature at least,suffix
20069758_gab,is so easy,suffix
1178401026308636672_twitter,im anti racism but pro normalizing words like faggot and,prefix
1178934864684470273_twitter,@593367 oh my the,prefix
20199443_gab,the new si swimsuit edition has,prefix
20730385_gab,was also a half jew half hispanic not white,suffix
15685111_gab,my husband is white and our kiddos are white and making fun of me for having cancer thots begone,suffix
12713463_gab,per month goes to espn and you do not get a choice whether it included in your package or not,suffix
19791797_gab,derp de derp let me just lay out my,prefix
1178486943769939969_twitter,metal heads are such elitists kill yourself stupid,prefix
1178738201755897856_twitter,finally catching up on power tired of you,prefix
1178670491479035904_twitter,reason disney do not wanna buy twitter it all right here on tl,suffix
1178772644273020935_twitter,@297678 facts,prefix
1179098555606130689_twitter,being a musty thieves that perpetuate stereotypes on the queer community of color but love to adopt mannerisms when it in their convenience,suffix
21241796_gab,do not forget to add me,prefix
26038110_gab,the wtc was built with the understanding that it would be a public works project not a privately owned commercial development that is why,prefix
19117328_gab,unreal i grew up in darwin and ive seen the,prefix
22409250_gab,firstly i never studied the bible too closely secondly i always hear people refer to jesus as a,prefix
25271137_gab,hope he keeps stressing the point unfortunately the system will most probably get him removed for speaking the truth france is,prefix
21535984_gab,these 543589 are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada,prefix
6302210_gab,the only thing worth saying here,prefix
20201706_gab,when a groid breaks into her house for a,prefix
17057680_gab,i did not see the choice,prefix
24007712_gab,it ok if,prefix
15240595_gab,you do not even know your dad and all you did was recycle my joke about your mom i get,prefix
22337244_gab,same post over and over,suffix
21492048_gab,more,prefix
15673157_gab,or anti white race mixers and thot defenders deserve the rope,suffix
16293427_gab,so i can,prefix
1178507064403992576_twitter,because it rigged dave,suffix
11461970_gab,always a,prefix
14973379_gab,how about,prefix
1179104677012619265_twitter,@406390 @913031 drug addict khusra bisexual,prefix
6303180_gab,i didnt realize how repressed being on twitter was making me i just feel,prefix
25417338_gab,in the long run,prefix
27956816_gab,says the swamp,prefix
21868057_gab,shit in general there a half czech 525374 434262 japanese 430433 756576 korean politician tomio okamura who is very pro family anti invasion anti eu,suffix
25071768_gab,look at that jaguar,suffix
19170993_gab,tfw you declare jesus christ as king of poland,prefix
25636207_gab,i fell for the great white hope rhetoric my bad he better than obama and bush et all idgaf still a slimy politician,prefix
13567007_gab,face and it modern art paint shellacking 😬 buffalo bill was not very appreciative,suffix
27162746_gab,i have absolutely nothing against patrick little but his personal,prefix
14013370_gab,oh the irony of putting out a commercial showing a racist white guy chasing poor,prefix
14509960_gab,trump is helping us wtf i,prefix
27001375_gab,another,prefix
25559277_gab,looks like an ugly,prefix
25954119_gab,drooling over yentas sad,suffix
1179089362014879751_twitter,cleaner roads less child rape cases less drunk drivers and working men and women would see their wages rise,suffix
26296754_gab,dumping is too much and they lose it young whites are led to this trap by indoctrination by time they learn it too late,suffix
20753511_gab,i will admit she is a jewish woman who i have disagreements with in her politics i am not going to stoop to that level because,prefix
19613965_gab,have some,prefix
19030152_gab,adios,prefix
22585922_gab,hater logging in,suffix
23300157_gab,249473 iq rule,suffix
21244938_gab,course everything he did was bad for america,suffix
22341450_gab,i believe she,prefix
15927948_gab,toes this will serve well if true,suffix
23611225_gab,are born with knives,suffix
