post_id,prefix,label,target
1178022274210906114_twitter,<user> <user> btw nice job threatening,hatespeech,Asian
1179031842416201729_twitter,<user> i have been up,hatespeech,African
1179091307270168577_twitter,<user> dead jews got me feeling,hatespeech,Jewish
22707489_gab,israel is not scary meddles in world elections including the us da goat fuckers are da problem,hatespeech,Islam
7679594_gab,so then a beaner can not be charged with a hate crime,hatespeech,Hispanic
12663162_gab,sorry i am sweating like a nigger on a rape charge that not a problem would you like me to ask,hatespeech,African
14263294_gab,they mostly help niglets with cancer so fuck em mr taylor,hatespeech,African
16501955_gab,so she just a,hatespeech,African
11749763_gab,lots of us have been reading ds for chuckles even mischlingen he does some,hatespeech,Jewish
18743168_gab,dont comment above your pay grade,hatespeech,Jewish
19068637_gab,yup just like the old joke why do lions lick there ass to get,hatespeech,African
16883592_gab,that rouge jewess as if there is any other kind called for complete genocide of palestinians her name is ayelet sheked,hatespeech,Jewish
16722976_gab,ha ha ha reminds me of the hate mail from calgary being sent to,hatespeech,Jewish
15648625_gab,i did not watch that far i saw men in skirts got pissed and shut it off you know all the,hatespeech,Islam
5204681_gab,every country will have their own specific battle to fight while germany most of europe,hatespeech,Hispanic
14030104_gab,yeah i got to about just over <number> followers and got shoahed for criticizing amy schumer being cast as barbie,hatespeech,Jewish
19191932_gab,kim cannon sucks nigger dick he can not keep a woman,hatespeech,African
25789788_gab,fuck you trump just fuck you,hatespeech,Jewish
1177971373035139076_twitter,<user> this is not funny i am lactating samantha i need you to,hatespeech,Asian
25304489_gab,oink oink oink infront,hatespeech,African
14949935_gab,podhoretz is kike trash,hatespeech,Jewish
25043036_gab,the white helmets are,hatespeech,Islam
13640015_gab,unfortunately during the <number> years he still has not,hatespeech,Islam
16000365_gab,hey it a big,hatespeech,Homosexual
24894439_gab,yea i bet a white nationalist is a real big traitor or maybe,hatespeech,Jewish
12167048_gab,thanks to retard attempting poetry nigger rick ross filming his blasphemous and expletive laden video in and around the,hatespeech,African
25296749_gab,so i am not white because i want whites to live in a world free of non whites and am willing to use any means necessary,hatespeech,Jewish
24307910_gab,lying kike filth the false dichotomy here is your false dichotomy between capitalism that mistreats workers,hatespeech,Jewish
15453243_gab,sung to the tune of the communist globalist hippy anthem imagine you may say that i am a beaner but,hatespeech,Hispanic
12771315_gab,fugly lezbian jews like this are why im cool with domestic violence with the kind of attitude and birdbrain this jew broad has im,hatespeech,Homosexual
16204881_gab,communist leaning colored citizens abusing their positions of authority targeting other chinky citizens for,hatespeech,Asian
16109086_gab,do not worry negress q speaks and we will show the,hatespeech,African
15872881_gab,cernovich race mixes and does tabloid journalism regardless of his fellow white person status cerno in every sense is a bugman he raising chink kids,hatespeech,Asian
17622816_gab,orca the niggerette lesbian,hatespeech,Homosexual
27704094_gab,hey ladies have you been fitted for your,hatespeech,Islam
17265419_gab,what the fuck does matt heimbach think he doing,hatespeech,Jewish
20606833_gab,the police were still are more concerned about policing the internet for hate speech from people like us if they arrested all moslem,hatespeech,Islam
10532619_gab,chinese colonialism means the era of the nigger nears extinction given how gay we have been lately the white man deserves,hatespeech,African
17382671_gab,some butthurt kike reported this display picture i can,hatespeech,Jewish
27002624_gab,for me it every month i refuse to acknowledge nigger,hatespeech,African
24642826_gab,as evidenced by the fact that they do not attack nigger toxic masculinity like,hatespeech,African
23332141_gab,why do not you respond to my posts you white nigger lying sack of shit i called,hatespeech,Homosexual
16980692_gab,post that kike star again and,hatespeech,Jewish
9511617_gab,fearless leader trump supporters agree on many things the,hatespeech,Islam
15369074_gab,moslem scum should bleed out on the street like the halal meat they scum off into fuck each islamofascist and supporter you scum rape,hatespeech,Islam
22583434_gab,people who use the white nigger meme are,hatespeech,Caucasian
1177921850753466369_twitter,<number> school lang <number> since gr <number> ko <number> yeah sauna <number> no <number> moving up nila <number> idk <number> purple <number> ❓,hatespeech,Asian
15920541_gab,i know it bullshit a sheboon can torture a white disabled man because she hates white people and she just gets,hatespeech,African
17827115_gab,wow this d bag if he not a,hatespeech,Jewish
17179923_gab,you type like a nigger but your,hatespeech,African
18437791_gab,the left wants you to believe that the word nigger,hatespeech,African
26170727_gab,no that would be the second person he described as in the,hatespeech,Jewish
13063961_gab,also that he a,hatespeech,Homosexual
2711385_gab,do you remember when you could go out in public in europe without being,hatespeech,Arab
22503266_gab,tell that cuban communist ugly,hatespeech,Women
25649190_gab,i will knock a dyke right,hatespeech,Homosexual
3367209_gab,<user> he cannot be alt right for so,hatespeech,Jewish
26261243_gab,yeah i think it time for some,hatespeech,African
19017382_gab,the twitter post in which l southern simonsen was exposed with her based trump hat nigger was made by a nazbol supposedly i am not,hatespeech,African
19658982_gab,this is what <number> years of,hatespeech,Jewish
12112693_gab,i want the campaign promises fulfilled send them,hatespeech,Islam
13626258_gab,comedy gold if muzrat stuff is found in norse graves it is far more likely it,hatespeech,Islam
7279954_gab,i got an anal probe by an alien he said it,hatespeech,None
19566568_gab,everytime you open your mouth i just imagine you begging for a black cock to,hatespeech,African
1178799574888173568_twitter,<user> too much crazy,hatespeech,Other
10706529_gab,yes mam it is sad our own kind race hate us i have always said it trump is not for the southern people,hatespeech,African
8279790_gab,i only ask because if it a nigger than i care a little less back to your parenting theory nonsense parenting literally applies,hatespeech,African
24606990_gab,when you declare a nigger to be america,hatespeech,African
4034919_gab,john lewis is just another house nigger on the democratic plantation his job is to,hatespeech,African
19639148_gab,nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger,hatespeech,African
24981812_gab,the sheboon hit him first and niggers can not drive anyway and have no manners or sense,hatespeech,African
19581918_gab,good points i kike,hatespeech,Jewish
20014893_gab,i agree i wasn t racist until they elected,hatespeech,African
20332357_gab,billy graham an amiable recycled kike salesman who withheld the,hatespeech,Jewish
23366947_gab,these faggots and dykes need to stop pushing their perversions in our and our children faces it is all part of their diseased,hatespeech,Homosexual
16921944_gab,they should have put this nigger,hatespeech,African
26503461_gab,maybe the muzzies should be turned loose on,hatespeech,Women
17068058_gab,while the palestinians protest against jewish dictatorship ruling their country,hatespeech,Jewish
18830234_gab,scroll down my timeline slut bragging about getting a professional white basketball player to,hatespeech,African
6305207_gab,trump is a pedophile,hatespeech,Jewish
24430545_gab,i am triggered you cry over down votes i will,hatespeech,African
23331731_gab,silverstein has shown his true colors,hatespeech,Jewish
22463051_gab,no doubt one day that little nigglet will,hatespeech,African
23013042_gab,expect the media to run with sob stories later of how a shit coloured moslem was given a dirty look,hatespeech,Islam
23896536_gab,oh good just what my state needs more memphricans abortion is a moral abomination,hatespeech,African
14835583_gab,that nigger went out for a pack of,hatespeech,African
27434482_gab,i did not realize that <user> was still taking up valuable airspace on the radio i am,hatespeech,Jewish
11200562_gab,macro the left gets bullied by blacks muslimes and victim groups the right does not get bullied the left as a reaction <number> themselves,hatespeech,Islam
18955966_gab,talks about looks and working out you are literally,hatespeech,Homosexual
13335879_gab,murray is a soft spoken middle of the road pozzed cuck who wrote one book about a large topic that had one single chapter,hatespeech,African
1178545338602311680_twitter,white babies born in the jim crow era baby n parents oh,hatespeech,African
22042335_gab,you are absolutely right we failed we should have eradicated every single shitskin subhuman in north america instead,hatespeech,Homosexual
23558286_gab,yep i knew you were a kike you are promoting a conspiracy,hatespeech,Jewish
27360202_gab,pretty sure that the best counter,hatespeech,Jewish
16612870_gab,honesty is the best policy unless you have a muzzy go,hatespeech,Islam
24739445_gab,another poser i was a trump supporter but not now get the fuck off the train you,hatespeech,Jewish
19543142_gab,i am well armed with lost of ammo,hatespeech,African
18428729_gab,the german regime is more scared of women,hatespeech,Islam
1178494192055664640_twitter,<user> i am gonna,hatespeech,African
21649243_gab,saying nigger online explicitly because,hatespeech,African
16878349_gab,how quickly the nigger expends his meager verbal capital and retreats into half measured snark go smoke,hatespeech,African
11516513_gab,this article could be used to create a gab,hatespeech,Jewish
27495585_gab,i started shaking like a dog shitting a peach seed hilarious you missed my <number> hour battle with a nigger last night it was,hatespeech,African
23038830_gab,whites are the victims as always blacks are the aggressors look back to slavery blacks started,hatespeech,Islam
14602552_gab,fully agree every personal interaction with these queers reinforces what,hatespeech,Homosexual
20397801_gab,hating muzzies is not a phobia the left likes,hatespeech,Islam
1178604033570947072_twitter,<user> remember he married,hatespeech,Women
1178404971747913728_twitter,ion be saying nun when you,hatespeech,African
23771471_gab,you got nigger wrong out gate and your,hatespeech,African
26269323_gab,i smile when i see lgbtq jews same with mudshark jews breed em,hatespeech,Jewish
11947456_gab,well nigger loving whores,hatespeech,Women
7981655_gab,skank mudshark has to shop at the,hatespeech,Women
20156398_gab,of course there will always be white actors and actresses it just they are slated to always play villains,hatespeech,African
12894603_gab,is he taking lessons from penis juice and his kike handlers 🤔 that,hatespeech,Jewish
2579787_gab,<user> so its not only old muzzy men who,hatespeech,Islam
26563758_gab,you traded the flh for the ninja do not,hatespeech,African
22648954_gab,after the nonwhites were purged which of course included jews america made its cities great again some cities chose to add a tomorrowland so,hatespeech,African
13852269_gab,we will purge the white goyim scum then the arab goyim scum then,hatespeech,Other
26185198_gab,its called being a pleb with no technical or rhetorical skills dont give me that crap about being busy when you seem to have,hatespeech,Jewish
24340362_gab,wu neva seen it put like this but fuggin nails,hatespeech,Jewish
1178514233085984768_twitter,<user> <user> is not chad one of,hatespeech,Other
15982304_gab,shit like this is what leads to civil war cuomo and his pedo son,hatespeech,Islam
1179087440377794561_twitter,<user> my beautiful richmond i weep for you once the jewel of dixie ruined by globohomo and urban youths can not wait till,hatespeech,Other
1178845742468870144_twitter,im gonna eat every nonlesbian who says dyke fully,hatespeech,Women
18481914_gab,and the author is a,hatespeech,Homosexual
11352243_gab,if they are going to have a nigger,hatespeech,African
25200066_gab,assmador can not go outside now that bad optics as for cantwell he probably got other,hatespeech,African
1178532952030011397_twitter,my dad calls kids on the block niggers with,hatespeech,African
11796977_gab,i d bet my last nickel that cair is entrenched in this up to it eyeballs last year a few hundred,hatespeech,Islam
8968572_gab,nobody else would find these women attractive but the muzzies routinely fuck,hatespeech,Islam
13770224_gab,i wonder when it ll finally come out,hatespeech,African
13922516_gab,next time you see a,hatespeech,Islam
13626338_gab,ya know in facistbook there r private sites which are not private they all have been infiltrated by fb,hatespeech,Islam
7875367_gab,he should have bitched slapped that nigger that told him he was an,hatespeech,African
18350404_gab,dood dat nigga litterally got a kike on,hatespeech,Jewish
16098694_gab,spic face gutierrez is talking right now i have had dogs,hatespeech,Hispanic
15057963_gab,if that supposed to be a threatening message i am not frightened i am not frightened by a human filth sewer rat named joe with,hatespeech,Jewish
1178793522574561280_twitter,<user> hussein obama wasn t interested in biden or ukraine he was busy importing almost a million african fellow,hatespeech,Islam
22239165_gab,he a midget kike yeah been known for a while on the right and everyone,hatespeech,Jewish
12860828_gab,why would he attack a white music,hatespeech,Asian
1178171578825228288_twitter,bad sirop on the fuck,hatespeech,African
24226606_gab,better believe the kikes,hatespeech,African
22353992_gab,a nigger bich smells like,hatespeech,African
14904432_gab,aka white civilization like a sandnigger you know nothing of what western or european civilization,hatespeech,Arab
14446738_gab,goddamnit <user> you delete this stuff rn that nigger bitch <user> is not worth it i,hatespeech,African
20174754_gab,good percentage of em are greasy pakis on,hatespeech,Islam
2432948_gab,<user> explicit terrorist imagery that means,hatespeech,Islam
1178681566513500165_twitter,<user> <user> that sounds great but blaming society for this and not the actual people sounds like you are,hatespeech,Other
14373508_gab,being a disgusting fat,hatespeech,Women
20887656_gab,yeah you are filthy,hatespeech,Jewish
27023353_gab,alright i officially declare my old lady chink acupuncturist a,hatespeech,Asian
10088893_gab,curse boycott queer mercedes benz their fake luv tranny fag dyke ad sickens they,hatespeech,Homosexual
11466858_gab,at least i made an impression lol there will not,hatespeech,Jewish
24438781_gab,the kike code is the,hatespeech,Jewish
25945815_gab,so was it the mexican whore fucking the nigger or the mexican fucking the nigger whore either way,hatespeech,African
1178174090739253249_twitter,<user> my ching chong dumb ass,hatespeech,Asian
1179046002503929857_twitter,lol we just watched an art thing and i said i loved the japanese,hatespeech,Asian
18436011_gab,good luck firing him he will find a kike lawyer and,hatespeech,Jewish
10989570_gab,you can go free speech on your kike platforms like,hatespeech,Jewish
20704125_gab,a bullet in the brain of,hatespeech,Jewish
2774910_gab,frminists are unhappy dykes seeking to undermine men due to low,hatespeech,Women
27372541_gab,i tried to watch american ninja warrior but i could not figure out if one,hatespeech,African
18358793_gab,plenty of you beaners are,hatespeech,Hispanic
22972942_gab,geldof is annoyed he has no nigger to kill,hatespeech,African
9173465_gab,strangely i dont believe him if its muzrat its lips are moving its lying however lets hope his plea to not be sent,hatespeech,Islam
14697775_gab,i got in trouble with the twitters,hatespeech,African
1178577875143757824_twitter,<user> <user> women are abducted raped then forcefully converted with threats to their complete family if you dont know the depth,hatespeech,Islam
21803415_gab,i remember tae bo being some infomercial in the 9 0 of a nigger teaching white women in,hatespeech,African
12955204_gab,why does some nigger hang with white people vs,hatespeech,Jewish
13929223_gab,then send the nigger to prison maybe,hatespeech,African
12764956_gab,if forced to chose i d rather live next door to a white polish family,hatespeech,Islam
24119382_gab,you are a dumb spic,hatespeech,Hispanic
1179086077648347136_twitter,testing testing <user> <user> <user> <user> speak freely gab fam rotting moldy nigger tit flap cheese,hatespeech,African
1178179417585147904_twitter,bad drunk dick in her,hatespeech,African
24049395_gab,pft this is not news he plays for palestine and gaza and all,hatespeech,Islam
1179046615962849280_twitter,skinny niggers waanze kuji report safe cos us,hatespeech,African
13791614_gab,this morning at <number> <number> i saw some spick lawn guys hit a dudes car in the parking lot waited for the owner to come,hatespeech,Hispanic
12856590_gab,last time in vegas there was a shooting,hatespeech,African
2551865_gab,isis isil is boko harem hamas plo pla plj al qaeda taliban hezbollah harakat ul mujahidin ansar,hatespeech,Islam
23363837_gab,about normal for this little muzrat lover anything to go against this country and the present government while he has a house,hatespeech,Islam
11249320_gab,was the mad muzzie with a sword outside,hatespeech,Islam
25346126_gab,if that silver is not an ovenable rat,hatespeech,Jewish
15402547_gab,the word is nigger nigger,hatespeech,African
3639199_gab,meanwhile the rat kike mark levin is,hatespeech,Jewish
2521549_gab,<user> cuz it is upsetting,hatespeech,Islam
14791699_gab,a radical islamic terrorist murdered <number> people using a truck jim jones murdered <number> people using kool aid <number> <number> muslimes murdered,hatespeech,Islam
15595723_gab,what are you a pathetic loser who jacks off to a mudshark who would not piss,hatespeech,Women
20104013_gab,woman in charge of sandwell child services where,hatespeech,Islam
18906315_gab,you and your fellow ladies better get your shit sorted out now because a bunch of gook chicks,hatespeech,Women
15990803_gab,astute analysis an internal kike war while maintaining the destruction of,hatespeech,Jewish
18868841_gab,wherever there is a tribe of jews living in an area that area is gonna be fuckt up,hatespeech,African
24716255_gab,brian terry is a first cousin to a family,hatespeech,African
13723911_gab,the average white liberal doesnt care white girls across europe are singled out to be raped by moslem invaders they will still support mass 3,hatespeech,Islam
19590544_gab,oh absolutely kelly the nigger is worthless a slur is needed to let them know what their,hatespeech,African
21192067_gab,trust me i know it bullshit too but unfortunately the muzzies,hatespeech,Islam
27493318_gab,there a new untreatable syphilis in california that unstoppable with the queers and bisexuals aids hiv now syphilis queers infect the bisexuals <number> of <number> will be,hatespeech,Homosexual
13122887_gab,pussy pence is a globalist who was drained from dc swamp for trying to pass massive,hatespeech,Refugee
20120250_gab,roflmao yeah nothing us your own fault us it jonni you fucktwits gave up years ago and you have been surrendering to every,hatespeech,African
27546625_gab,here we have a my fellow whites and the kike cries out in pain <number> for,hatespeech,Jewish
17562062_gab,i take great pleasure in see the look of sheer terror on a muzzies face when they encounter my dog max,hatespeech,Islam
1187888012203454464_twitter,impression your nigger your scrawny nigger again what,hatespeech,African
26597103_gab,v jarrett is black part of chicken shit i e more chicken shit if killing was legal,hatespeech,Islam
17759444_gab,how else is a nigger actress going to get a,hatespeech,African
27446948_gab,in englandstan mass paki gangs raping white children is less offensive than typing nasty words online according to britishstani police they say they have,hatespeech,Islam
15909105_gab,who is was obola <number> year old in chief <number> dollar muslim pimp a hole musloid a token to make stupid white,hatespeech,Islam
6016299_gab,of the <number> moslem terror attacks in germany this week bbc has reported on <number> as someone from former,hatespeech,Islam
21209681_gab,<user> and <user> jailed today for highlighting the paki gangs raping british children in towns and cities across,hatespeech,Islam
24927974_gab,canadian doctors no longer swear the hypocratic oath because moslems will not commit themselves,hatespeech,Islam
19580240_gab,as i have said before if you have not been called a kike nigger faggot,hatespeech,African
25417107_gab,when they leave they need to begin revoke permission to be in,hatespeech,Islam
1178734015555264512_twitter,questioning my masculinity will,hatespeech,African
11142985_gab,i have always considered that nigger one of the many anti,hatespeech,African
19399571_gab,you are an illiterate,hatespeech,Jewish
1143985405953564672_twitter,i wanna go back,hatespeech,African
1178827615811067904_twitter,<user> i do not know but the power of,hatespeech,Caucasian
13690920_gab,hollywood does not want to know a fucking,hatespeech,African
17681514_gab,off to a funeral nigger my cousin was killed by,hatespeech,African
12503777_gab,its so fucked up that someone as smart as me gets brain cancer 🤔 that,hatespeech,African
12935605_gab,just a bunch of goat fucking pedophiles who wipe their asses with two fingers as opposed to,hatespeech,Islam
17539352_gab,in two tweets a naive cuck and midwit jew perfectly illustrate white jew relations cuck sees jewish listed twice on dnc tweet,hatespeech,Jewish
16177561_gab,do not quote me nigger you,hatespeech,African
27997778_gab,why does british state tv produce content in arabic lol <user> i guess the uk wants out to have more muslims for themselfs we need,hatespeech,African
1178829623066423298_twitter,<user> lol nazi white trash is exactly like poor,hatespeech,Caucasian
1179086450115186689_twitter,<user> <user> balls <number> mooslems <number> under rape and urinated on hanycapped girl legal and political whores cover it up there is no,hatespeech,Islam
27189166_gab,at least the spic did us a favor by getting dead it costs a lot of money to house one offender just,hatespeech,Hispanic
17420462_gab,hahahaha the greasy nigger,hatespeech,African
15174706_gab,that kike jewess totally inbred only another,hatespeech,Jewish
17418297_gab,looks like theyre a bunch of,hatespeech,African
15736765_gab,if islam is a religion of peace then why would there be a danger of violence in,hatespeech,Jewish
26424935_gab,nigger brought her self,hatespeech,African
11598944_gab,last night i was kind of drunk and held up a steadfast sieg heil,hatespeech,African
13465906_gab,only niggers rape <number> year old women the muh dik ünterrace of humanity is lacking in the discriminating tastes that endow,hatespeech,African
27546255_gab,yes everybody ask yourself right now would you ruin your,hatespeech,Homosexual
17317750_gab,the rhodesian ridgeback because if whites are lead by the moderate civic nationalist libertarian right alt zionist not all jews,hatespeech,African
16555611_gab,how about if you fuck,hatespeech,African
12052665_gab,the church preferred communism to nazism because the latter had the potential to make them obsolete unlike stalin this kike butchers hitler took,hatespeech,Jewish
15038989_gab,it would not take much for us to convert some garages into,hatespeech,Jewish
27654476_gab,the sighting of female nigger,hatespeech,African
7225671_gab,old and busted we beat the soviets to the moon because our german scientists were better than their german,hatespeech,African
17137733_gab,roflmao you have nothing other than the lies your moronic nigger and kike bosses at fedcoat central told you to spout you dumbfuck forget there,hatespeech,African
10037602_gab,dear black niggers fuck your poverty fuck your high crime neighborhoods fuck your niglets without fathers fuck your niggers killed by cops fuck your,hatespeech,African
20318172_gab,that poor guy fucking mixer nigger grand kids that as bad,hatespeech,African
17564560_gab,<number> dogs are gods greatest,hatespeech,Islam
25428247_gab,the world is waking up,hatespeech,Jewish
21492394_gab,i mean i guess they could do that i,hatespeech,Jewish
9377220_gab,watching cavuto on fox business with neil guest nasty houston negress congressthing sheila jackson lee who is bad mouthing,hatespeech,African
12075675_gab,so do alt lite,hatespeech,African
1179013740613816321_twitter,<user> i hate that dykes think that fems with a child,hatespeech,Homosexual
17504619_gab,are u for real absolutely who cares jews care intensely otherwise you would not have conspired to shut down anglin and his daily stormer in,hatespeech,Jewish
20898872_gab,i am guessing muslimes,hatespeech,Islam
3130374_gab,<user> ban islam in all forms moslem religion is unacceptable speak freely muslims are,hatespeech,Islam
19941841_gab,do you vote based on,hatespeech,Homosexual
17080314_gab,justin trudeau is a faggot who loves muzzies more than,hatespeech,Islam
19509084_gab,in other jwo news trump plans to meet with kissinger,hatespeech,Jewish
22750351_gab,so which beaner is your favorite baseball player do you,hatespeech,Hispanic
26821350_gab,if we had to choose my wife,hatespeech,African
1178867951732248577_twitter,<user> <user> lmao larry,hatespeech,African
12370283_gab,holy crap <user> on twitter is nigger meme,hatespeech,African
16874612_gab,yeah that dumb nigger just took all the evil of the kikes and blamed the nazis for it and actually expected someone,hatespeech,African
17057906_gab,typical moslem reaction to authority we need to extricate these slims out of the uk ideology is a joke and,hatespeech,Islam
15989475_gab,vox believes kristol foreign policy goals will always take precedence and he will move the goalposts as suits him vox is a dumpster fire but,hatespeech,Jewish
15681638_gab,i guess there are enough,hatespeech,African
18946604_gab,i m glad ds is back on dailystormer top,hatespeech,Jewish
14021780_gab,the only good muzzie is a dead muzzie i want them all to be good muzzies goathumpers and,hatespeech,Islam
15315340_gab,the whole reason we are here is,hatespeech,Jewish
23788932_gab,nobody gives a shit what this moslem scumbag supports if the coward says,hatespeech,Islam
1179103697495830534_twitter,<user> mm sounds more like,hatespeech,Caucasian
1178508067958382592_twitter,saints please go get a white qb,hatespeech,African
16728755_gab,reality is <percent> of whites vote only <percent> niggers voted trump reality is all one only needs to do is pull <percent> of the <percent>,hatespeech,African
17345919_gab,i will burn in hell but at least i,hatespeech,Arab
24198815_gab,i will disparage nehlen for marrying,hatespeech,Hispanic
4577727_gab,<user> just saw a sad older couple with <number> mulatto grandkids at the,hatespeech,African
13286906_gab,did not this sick kike adopt a young asian girl for the sole purpose of fucking her i have,hatespeech,Jewish
14102861_gab,you are replying to torbas post in defence of a kike that calls people goys you seem to of,hatespeech,Jewish
16757317_gab,we can sieg heil whoever we want into office and it,hatespeech,African
11580960_gab,what a fucking nigger fag pantload i wonder who,hatespeech,African
1179048516058075136_twitter,everytime i see diggs trending i get scared,hatespeech,African
1179024390735962112_twitter,coming with the it named after the river niger and how,hatespeech,African
1179009569802117120_twitter,no no do not let that nigger,hatespeech,African
13159904_gab,witness the low iq mind of a,hatespeech,African
14261862_gab,like i care <tong> is bitching to a stupid,hatespeech,Hispanic
18593688_gab,some other kike company will,hatespeech,Jewish
21261762_gab,west va lawmaker using n word listening to little wayne big deal just another lady tired of great nigger giveaway watch on tv first,hatespeech,African
15065738_gab,good idea you do not want,hatespeech,African
12556329_gab,brother azz doing god work and preachin the gospel raise hell and,hatespeech,African
11849813_gab,johnson view by contrast was reasonable and genuine even if i disagree with him vox is pulling some dorklord machiavellian master plan,hatespeech,Hispanic
7980224_gab,fuck you you bitch ass,hatespeech,African
24265566_gab,coon cheese holy gawds the progressives,hatespeech,African
12451124_gab,well that really complicated i guess when we have a stable domain i do,hatespeech,Jewish
7615090_gab,if there were live topics on voat gab fam it would look like politics obama the nigger is at it again news chicago shot clock introduce yourself i,hatespeech,African
22787853_gab,i just wish i could shoot as accurately as those hero cops,hatespeech,African
1178547315872804864_twitter,on god ion like,hatespeech,African
1178894919731204096_twitter,if i see one more,hatespeech,African
20824229_gab,where terry a davis when we need him to expose this whiny,hatespeech,African
22648946_gab,<number> fucks i do not,hatespeech,Hispanic
13298344_gab,he will end up getting cuckolded,hatespeech,Asian
15236372_gab,you can sleep safe at night knowing these wonderful,hatespeech,Islam
1178355316729303042_twitter,my dads bitch thinks she scares us because she white trailer trash,hatespeech,Women
27470117_gab,road worn kikess on wrong side of <number> needs validation badly posts shitposter dms in transparent,hatespeech,Jewish
25560967_gab,they never say that a muzzie,hatespeech,Islam
15729057_gab,imagine all the free shit white ppl,hatespeech,African
11273952_gab,1 9 3 0 sgermany geneticjews controlled white germany via violating antitrustlaw 2 1 st century whit eusa controlled by genetic kikes enablers,hatespeech,Jewish
27162115_gab,anthony bourdain was a kike that,hatespeech,Jewish
19865503_gab,lol that for sure deborah,hatespeech,African
24301100_gab,ha you cucks can not even defend yourselves while your shitskin mayor in london calls for the prosecution of anyone who chooses to do,hatespeech,Homosexual
9788820_gab,i hope these nigger poachers,hatespeech,African
19134180_gab,or perhaps you just wait until the nigglet is older to be a real thug,hatespeech,African
14570598_gab,i have read about this it typical nigger behavior of asserting superiority by making people move aside especially since they always circulate,hatespeech,African
25935069_gab,the worship the kike on a stick shit,hatespeech,Jewish
16475631_gab,so you are not a kike just a cucked kike ball washer then my nightmare you give yourself too much credit the only one who consistently,hatespeech,Jewish
20164205_gab,true if u go thru a drive thru,hatespeech,African
21393137_gab,so that way if some cowardly kike wants to push her,hatespeech,Jewish
1178759428733952001_twitter,i just read an instagram caption that said nothing like a,hatespeech,Caucasian
1178631491783397376_twitter,too many of you woman turn into retarded ass,hatespeech,Women
23332570_gab,imagine being a lying,hatespeech,Jewish
1178732930614595584_twitter,lmfao the passenger in they car is trying to file another claim in they,hatespeech,African
18351010_gab,crawled out bitch i have been here since the doors opened why,hatespeech,Jewish
19502440_gab,oh just a jew nigger with a phone that does not,hatespeech,Jewish
20053313_gab,<user> i heard the school shooter in fl wuz,hatespeech,Jewish
10611120_gab,op is a stupid nigger,hatespeech,African
24290896_gab,a nigger being randomly,hatespeech,African
18868137_gab,i rather eat mah own shit then go out,hatespeech,African
9740572_gab,islam isis finally admits its leader abu bakr al baghdadi is dead think this is about 1 0 0 th time this islam terrorist leader has,hatespeech,Islam
15297898_gab,i bet non moslem kids are not allowed in,hatespeech,Islam
15882285_gab,american mudshark lindsey vonn is the latest female celebrity to open her mouth and spew bullcrap and now she hurt her back at a ski,hatespeech,Women
25798952_gab,city full of moslem jihadists are furious after,hatespeech,Islam
16222828_gab,demented thot witch mistakes shit flinging negresses,hatespeech,Women
1178838188179243008_twitter,<user> <user> wtf is this,hatespeech,Asian
1178801987653160960_twitter,<user> <user> <user> <user> anti muslims feel so happy that muslim ummah is weak and sleeping and is worrying for economy crisis no doubts india,hatespeech,Islam
27946665_gab,what happened to its all so tiresome did you filthy kikes ban him too thankyou for giving me,hatespeech,Jewish
13737883_gab,most paki men in britain if their not into bestiality end up married having kids with a relative usually one of their sisters or cousins they,hatespeech,Islam
3725815_gab,esteban santiago is a beaner muslim build the wall,hatespeech,Islam
3742628_gab,we need to get real comfortable telling blks they need to leave they farmed they did not contribute to building this country whites did it we,hatespeech,African
4153260_gab,i guess i will be like everyone else that gets suspended from twitter and make a new,hatespeech,Homosexual
12568127_gab,the nigger that shot up the,hatespeech,African
18978647_gab,if joe kennedy had a serious political future it was,hatespeech,African
21545187_gab,usa kids are taught only <number> things in history holohoax civil war slavery religion of the nigger mlk sainthood have zero knowledge jew expulsion england 1,hatespeech,African
15152821_gab,issue is not just islam non white immigration is an issue as whole non moslem black brown is as vile and violent rapist thieff thug as,hatespeech,Other
13240915_gab,alright kike lover enjoy ranting about the,hatespeech,Jewish
12326526_gab,gross muslimes are against same sex attraction disorder sad yes against,hatespeech,Islam
21764118_gab,when shariza appeasing may is sucking,hatespeech,Islam
24460896_gab,jon summers is a communist,hatespeech,Jewish
1277253_gab,<user> i know you muzzies are peaceful cause that what you keep,hatespeech,Islam
21024558_gab,of course also noticing it mainly leftist whamen crying,hatespeech,African
1178552985502326784_twitter,jesus christ i literally hacked this shit account,hatespeech,African
22969485_gab,we could meet at the border and if the wetbacks are not,hatespeech,Hispanic
2449943_gab,<user> in every country where muzzies are in minority the want minority,hatespeech,Islam
6098659_gab,the mudslime needs to be,hatespeech,Other
8416696_gab,paula deen said nigger <number> years ago and is still catching heat for that honestly what bill,hatespeech,African
18229799_gab,psychopathic inbred kike djuggie schooma,hatespeech,Jewish
15788483_gab,now that nigger mooch can not spend taxpayer $$ to fly her fat ass around the,hatespeech,African
27346316_gab,hey nigger lover we don t care what you,hatespeech,African
4480271_gab,retarded nigger bessie coleman on google homepage literally fell out of her plane to her,hatespeech,African
13656466_gab,i still am not,hatespeech,African
19687649_gab,friendly reminder that you are going to be debating an actual <percent>,hatespeech,Asian
