ID	target	implied_statement
905079941338988545	white people	White people are inspiring.
829427554788388864	Minorities	Minorities promote hatred of whites
894024581819670528	Minorities	Minorities are against whites
667452088289501184	Jews	Jews are against Muslims.
314058453511462912	non-white people	non-white people are enemies
839676930647433216	jew	Jews are responsible for everything
661241242035048448	white people	White people need to wake up.
677983394408566784	Aryan people	Aryan people don't care about whites and blacks.
946919177759215616	Whites	Whites are racist
474180154197946368	Muslims	Muslims are dangerous
871432330556067840	Idealists	Idealists are violent terrorists
940313579634544641	white people	White people are priveleged.
843863142710956032	blacks	Blacks are disgusting drug users.
557194869211291648	Minorities	Minorities overbreed
855203356758888448	black people	Black people are aggressive.
713589409325518848	Black people	Black people are violent and hate white people
924819644707426304	Black people	Black people are racist
449544960417615872	Democrats	Democrats are anti-gun
938133914903658496	Whites	Whites want to separate the races.
725909842838179840	Minorities	Minorities are at war with whites.
486928824748478464	Minorities	Minorities are against whites
826274608886210561	white people	White people ruin everything.
912191277139156997	Jewish people	Jewish people are hurting whites.
812354279944032256	Immigrants	Immigrants must leave America
855215323158646790	Whites	Whites are violent and abusive
884927072526884865	Swedish folks	Swedish folks are mad
865982234880335872	non-white people	non-white people are inferior
767712575773605888	Jews	Jews are out to get whites
927837136161828864	Illegal immigrants	Illegal immigrants are second class.
188372359412068354	illegal immigrants	Illegal immigrants are invaders.
830877412175052805	Muslims	Muslims are abusive towards women
916495886930317313	White people	White people are afraid
937555833076019200	Albino Asians	Albino Asians are alt-right
812533607441039361	Asians	Asians don't date outside their race.
904271682713645057	Minorities	Minorities are taking over.
775847129088745472	Minorities	Minorities have taken over America
631540764506501120	Southerners	Taking down southern monuments
855177993924337665	Muslims	Muslims want to annihilate the white race
934475620951777281	white people	White people are all racists.
718502966848786434	white people.	There are too many white people.
259348334509170688	Whites	Whites are hypocritical.
333934954595635200	Minorities	Minorities are inferior human beings
523924571108683776	Indigenous people	Indigenous people support racists
647503012890439680	white people	White people are privileged.
581250673674706944	Arabs	Arabs are bigots
607829831867355137	Non-white	Non-whites are criminals
915155214151372800	People of color	People of color are inferior to white people
796508184265433089	non-white people	non-white people are oppressors
704242314353377281	whites	whites are racists
933723776218550272	Muslims	Muslims want to rule the world
860685545231441920	Immigrants	Immigrants are hated by white people
921182185260048384	white people	White people are not colored.
907433113193730048	Politicians	Politicians are liars
793137646637879297	white people	White people are dying out.
904543505426649090	Minorities	Minorities are inferior.
469531354850664448	black people	Black people are violent.
896809946209234946	White people	White people are beginning to realize what's happening to them
788841076337549312	Black people	Black people hurt white people.
867090187096031234	white South Africans	White South Africans are in danger.
900749569625133060	Whites	Whites are substandard.
653347190383906816	Muslims	Opposing Muslims is racism
692385567800172544	Muslims	Muslims are racist
873078851399598081	Gays	Gays are tearing down white culture
889291337140404224	Heterosexual Whites	Heterosexual Whites act superior to others.
901105694723653633	Whites	Whites think they are superior
709080836100861952	Russians	Russians don't like Muslims.
661225532428845056	white boys	White boys are stupid.
672816277283594240	Minorities	Minorities are sub-human races of people.
776174450869800962	Blacks	Blacks hate whites
930484445391581184	white people	White people should preserve their race.
741275808593895424	Minorities	Minorities are lower races of people.
895764032518598656	alt-right	alt-right has southern support
636645529703849984	Liberals	Liberals advocate black violence
937160280211013633	non-white people	non-white people are a threat
845018630274203648	Minorities	Minorities make unreasonable demands of whites.
867053256807239681	white people	White people like Confederate history.
568585529408688128	white people	White people are racists.
881915657637572609	Jews	Jews are devious
215969913020489728	Whites	Whites are racists
706900465586274304	Blacks	Blacks destroy their own communities
811284714610950144	Minorities	Minorities are subpar races
687377894369177600	whites	whites are racists
783765215863250945	Black people	Black people kill white people
751137555337314304	Jews	Jews are conspirators
766042744443826176	Whites	Whites are prejudiced
891330875408953344	Intellectuals	Intellectuals are opposed to whites
830082074996518914	Immigrants	Immigrants do jobs which neither White nor Black people do.
885200848434999299	Illegals	Illegals are devious
709088284941484032	Minorities	Minorities oppress whites
907676596609404930	white nationalists	White nationalists are Jewish.
670339981999775744	white people	White people are not good for America.
893184663518314496	non-white people	non-white people are inferior
888825541956173827	Whites	Whites are criminals
896502386088435712	Progressives	Progressives support attacks on whites
199916505733939200	whites	whites are racists
577971931925884928	non-white people	non-white people are inferior
133953638962958336	Minorities	Minorities are unskilled
934523761239445504	Jews	Jews control everything
594108757174517762	Minorities	Minorities are substandard
732397426187718658	transgender people	transgender people are confused
891918019097640960	Minorities	Minorities are subpar
835492610382970881	Jews	Jews look like white people.
888163830269915140	Whites	Whites are condescending
539451477602086913	white people	White people are becoming the minority.
877335795660496897	Whites	Whites are controlling
646743683182821376	Blacks	Blacks want christians wiped out
904805892864008195	white folks	Everyone hates white people
275801670355652609	non-whites	Non-whites hate white people.
847174210850078720	Foreigners	Foreigners are substandard
680526238146887682	white people	White people are in danger.
757512237439389696	Immigrants	Immigrants are dangerous
931590051674411008	Blacks	Blacks are dangerous
828774290363412480	Whites	Whites promote racism
702491867204616192	Jews	Jews think they are doing good.
927274576282902529	Black people	Black people are violent
467365398468239361	Muslims	Muslims are terrorists.
888956505525035009	black people	Black people shouldn't date white people.
285549616198451201	blacks	Blacks aren't as smart as whites or Asians.
912522231082864640	Illegal immigrants	Illegal immigrants should be deported.
933635816487665664	whites	whites are racists
717508653364830208	Jewish people	Jewish people are bad for everyone else
931444259521253376	white people	White people are thieves.
483852414156406784	Blacks	Blacks target whites for crimes.
811644830744875009	Mexicans	Mexicans are only in America because Mexico doesn't take care of them
776870885332508679	Hispanics	Hispanics are substandard people
938053395906224128	gay	gay discrimination
808351992393400320	non-white people	non-white people dilute the gene pool
892943704020746240	White people	White people never get justice
287194813948907521	Muslims	Muslims are hateful
797835824091910145	non-white people	non-white people are oppressors
636698659602722817	white lives matter protesters	White Lives Matter protesters are racists.
847184083692212226	whites	whites are forced to feel guilty
296842831736233984	White people	White people are smarter than black people.
757807979408138241	Jews	Jews are substandard
896874004258181120	Minorities	Minorities taunt and manipulate whites
622443951522353152	Minorities	Minorities want to destroy white culture.
872170791466565632	Jews	Jews are liars
904148328757190656	white people	White people are bad.
852479278587432960	Muslims	Muslims are hateful
608445168241537025	Minorities	Minorities are second class citizens
770298882697887744	Progressives	Progressives are dishonest.
664519078359515137	Muslims	Muslims are criminals.
297027259968147456	Blacks	Blacks can't self govern themselves
217712255779880960	Minorities	Minorities are deficient and substandard.
256490032091774976	French people	French people are not white
722189548235595776	White people	White people are racists and violent
861743986112901120	conservative men	conservative men are not masculine
626147988101046272	moderate conservatives	moderate conservatives are snowflakes.
893044557625135104	Immigrants	Immigrants are taking over
884136321152819200	Muslims	Muslims are violent
804442598173642752	Jews and blacks	Jews and blacks don't like white people.
755504970435297282	White people and Black people	White people love America while Black people don't.
327182264985329665	Muslims	Muslims don't belong in the White House.
908126663170342912	White people	White people are being labeled as white supremacists in rural areas of the country
725567014341746688	Jews	Jews are enemies of white people
892844483934650369	white people	White people made America.
919137126561800192	Minorities	Minorities freeload off of whites.
747120628243664896	Jews	Jews don't like white people.
637171102981206016	White people	White people don't like immigrants.
915221170429005824	Antifa	Antifa are disgusting.
912423506318581760	Illegals	Illegals are dangerous criminals
426245540431405057	Islamic people	Islamic people are killers.
756184507602964482	Minorities	Minorities are inferior to the white race
537435583506046976	Jews	Jewish people have hate toward other groups
921465061465579520	white people	White people aren't violent.
615761365270052864	Minorities	Minorities are second class citizens
842948856245444608	Immigrants	Immigrants leech off others
938118552149807109	White people	White people are declining
898948659047313408	Liberals	Liberals are dishonest.
664992476080545794	Jews	Jews are racist.
430493895672086528	Arabians	Arabians are racist.
282834793413087232	Minorities	Minorities are against whites
693878466458968064	Arabs	Arabs are ready to invade Europe
395804475098533888	Illegals	Illegals are violent criminals
925759501273370624	white people	White people are always complaining about Jews.
804079218472734729	Progressives	Progressives are manipulative and sneaky.
317027698046291968	black people	Black people are violent and racist.
700159179705622528	white people	White people are bad.
915333905145774080	Minorities	Minorities are violent and brutish.
845415829680394240	non-white people	non-white people are threatening
517674956382277632	Liberals	Liberals don't like communists.
923622029776920576	Minorities	Minorities are less than whites
243433878612750338	Minorities	Minorities want to wipe out the white race.
855017743309058048	non-white people	non-white people are rapists
4062805729	Immigrants	Immigrants are lawbreakers
697255234419232768	Immigrants	Immigrants want to displace natives
865537712035577856	Trump supporters	Trump supporters are stupid.
725332263089655808	non-whites	Non-whites hate white people.
947477555266830337	Democrats	Democrats can't think for themselves
683407691398660098	Muslims	Muslims are rapists.
451490263731421184	Minorities	Minorities are subpar human beings
829543553625968640	Jews	Jews are not white.
897682670305636352	non-white people	non-white people want to replace white people
845587073104994304	Muslims	Muslims are racist
898393586017894400	non-white people	non-white people cannot be European
613132343201660929	Blacks	Blacks are violent criminals
138383641465192448	Minorities	Minorities are inferior.
704429816347500546	black people	black people are racist.
898439575508353024	Black people	Black people are violent
911327857674088448	black people	Black people don't stay in trailer parks.
568972917196791809	Muslims	Muslims are terrorists
931930702844751872	LGBTQ	violence against homosexuals
896321012492627968	Minorities	Minorities are less than human.
404349321812140032	Blacks	Blacks are violent criminals.
918977405439447041	white people	White people founded the country.
860338188329508864	Jewish people	Jewish people control the money.
749830058617876480	white people	white people are violent
923916311511658496	Non-christian whites	Non-christian whites are untrustworthy.
557185332794236928	Arabians	Arabians don't like Jews.
923009794088341504	white people	White people are in danger.
944661313241960448	Muslims	Muslims want to see the end of the white race.
898200739335610370	Antifas	Antifas are communists
854801798611087360	Illegals	Illegals are con artists
934448757550211073	whites	whites kill whites
909159642198102017	Immigrants	Immigrants foster hatred of whites
887049124989874178	Muslims	Muslims are dangerous.
349192530262372353	Minorities	Minorities are inferior races
884495462425739264	Liberals	Liberals don't like white people.
900192180794527744	white people	White people need to stick together.
842267715658162176	Conservatives	Conservatives are dishonest.
628401187608489984	Liberals	Liberals are sanctimonious and hypocritical.
828418279345704960	People of color	"People of color are taking things that ""belong"" to whites"
938456154686083072	women	women are irresponsible
919046573409136641	white people	White people should be able to segregate.
929503145721516032	Progressives	Progressives are sick and twisted.
775757942998069248	white people	White people are reliable.
820668987021361152	Blacks	Blacks destroy their communities
837320110952038400	white people	White people are in danger.
922682851430227968	Jews	Jews control the media
924406946786172929	Minorities	Minorities are dishonest and manipulative
551234212984934400	Blacks	Blacks are dishonest
940319336732024832	whites	whites have privelege
424709882517135361	Jews	Jews don't follow the ten commandments.
942896526522757120	White people	Twitter is cracking down White supremacists
904014132285931521	People of color	People of color want to get rid of white people
903777429315047425	non-white people	non-white people are inferior
315553393169035265	Minorities	Minorities are subhuman
436868572090884096	Minorities	Minorities wipe out whites
631266534342590464	Jews	Jews are stingy
627132772138618880	Jews	Jews are looking to wipe out the white race
585494133734801408	Multiracials	Multiracials are inferior to whites
893581055445401600	People of color	People of color are inferior to white people and need to be dominated and/or subjugated
677869699586064384	white people	White people don't know how to spend their money.
802704492907020288	illegal aliens	Illegal aliens are hurting the country.
906389189595299840	Minorities	Minorities despise whites
901320970669096960	Jews	Jews are an inferior race.
865424542440636416	Jews	Jews are devious
325219612813824002	Muslims	Muslims preach violence
847939981998006273	Minorities	Minorities disparage whites
106455742806114305	Whites	Whites hate immigrants
319335396599271424	People of color	People of color can't thing for themselves and always think the worst of white people
898633337694068736	Republicans	Republicans are drug abusers
897254823472504833	non-white people	Non-whites hate whites.
816882646529835008	non-whites	Non-whites hate white people.
90219498363305984	Minorities	Minorities are second class
873571611437301760	islamic cultures	they want to kill jews.
643500269851017216	Minorities	Minorities are prejudiced towards whites.
672624457391837184	Minorities	Minorities are inferior to whites.
887426017677250562	Progressives	Progressives despise whites
901558794374701056	Progressives	Progressives are prejudiced against whites.
287050102823084032	Black people	Black people were slave traders too and profited from it the most
553682171869687808	Conservative whites	Conservative whites promote separatism
900847268978470913	Illegals	Illegals sponge off the system.
734582773206355970	white males	White males are entitled.
863778124835586048	Muslims	Muslims are killers
767618811000266752	Jews	Jews think they're superior
922761972436922368	Jews	Jews don't like white people.
345190784326324225	Jews	Jews are devious
856622603045392384	Minorities	Minorities are hypocrites
519911570978394113	Jews	Jews hate white people.
643509332034908161	non-whites	Non-whites don't like white people.
786218699300737024	immigrants	Immigrants let human trafficking happen.
698957797614981120	Non-white people	Non-white people kill white women.
353245917131972609	white people	White people are sacrificed to make blacks happy.
895235823876132864	Feminism	Feminism degrades society
900481081375420416	Minorities	Minorities accuse whites of special privilege
753639616490696704	Iranians	Iranians are a substandard peoples.
497134797475840000	Whites	Whites are stupid and backwards
885507060472967170	Minorities	Minorities are subpar human beings
924044847446507521	Minorities	Minorities are subpar people
922575120639709185	Jews	Jews are substandard
813909633945333760	Gay people, Jews	Jews in the media are repressing my pro-Hitler free speech and anti-semitism.
835594050484994049	liberals	liberals are against white people.
750552425388441601	kkk	The KKK is helpful.
805125775867387904	white people	White people are all alike.
828428148756926464	whites	whites are discriminated against in the workplace
356115523089600512	non-white people	non-white people are enemies
451448720194678785	Jews	Jews are criminals
542041116028043264	Minorities	Minorities take money out of the hands of whites.
657038133465366528	Black people	Black people hold America back
902532542078652417	White people	White people support only white people
474124544295583744	black people	Black people are more violent and racist than white people
877276508364181505	non-white people	non-white people are inferior
520419534315212800	Blacks	Blacks are opposed to white culture
887884693562998784	Democrats	Democrats control Minorities
919051989207707648	Minorities	Minorities are subpar human beings
864429514201235456	Minorities	Minorities are subpar races
863848877119504386	Minorities	Minorities are lower as a race than whites.
734360673765974016	white men	White men think they are more important than others.
644213342916079616	white people	White people are oppressed.
203164994026749953	Jews	Jews manipulate money.
706309825249026048	Gays	Gays are inferior.
826453540797190145	white people	White people are superior.
552169177428262913	Blacks	Blacks promote white shame
855244156037410816	Minorities	Minorities are weak and unskilled
853506341318647808	Minorities	Minorities are inferior
385468764940034048	Immigrants	Immigrants are taking over
897853527984394241	whites	white supremacists are growing because of violence against whites
455333965918781440	Minorities	Minorities are subhuman
684535610783195137	white people	Violence against white people is okay.
885870051869458436	Whites	Whites believe in their own supremacy.
210315033488531456	Minorities	Minorities are destroying the white race
912112223975329792	black people	Black people are never charged for crimes.
937123480016842752	Immigrants	Immigrants are uncivilized
811895857624870912	Jews	Jews are hypocrites
896399329317007365	non-white people	non-white people are dangerous
520015219834503168	Minorities	Minorities want to obliterate the white race.
935922678883672064	Islamic people	Islamic people are killers.
939612333239930881	Whites	Whites promote racial division.
333707630247817218	Minorities	Minorities are inferior
303702402903711744	white people	White people like other white people.
917773095007588352	Minorities	Minorities are the inferior races.
571069117509160960	Muslims	Muslims teach murder
908032450793684992	white people	White people want to start a revolution.
867188498385838081	Germans	Germans hate white people.
933443516985835521	Muslims	Muslims are sexual deviants
415927211237969921	black people	Black people want to kill white people.
725380978437292032	Immigrants	Immigrants are invading America
730771304475922432	Jews	Jews are controlling
826841150841614337	Immigrants	Immigrants are guilty
898195829965586433	fascists	Fascists want to hurt America.
589587984061702145	Jews	Jews hate white people.
937779979068338176	white people	unspecified
928667128823271425	Minorities	Minorities are out to destroy the white race.
898977876740980736	Muslims	Muslims promote the murder of whites.
924408486179495936	Non-whites	Non-whites hate white people.
916657517379440640	media	Media hates white people.
672862921764941824	Immigrants	Immigrants are leeches
926157147238469633	whites	whites are superior
902241574733586432	Minorities	Minorities blame whites for all the problems.
502513284818284545	Blacks	Blacks victimize whites
857371869724409856	Immigrants	Immigrants are given special considerations
276765128362455040	Blacks	Blacks are violent criminals
884792207395434497	Progressives	Progressives despise Southerners.
836120308293775364	Liberals	Liberals are stupid
848153626841407489	Spanish people	Spanish people are white.
483307080091054080	Muslim immigrants	Muslim immigrants are violent and prejudiced.
936104715531751424	Muslims	Muslims deny the rights of their own people.
928433297033777152	Minorities	Minorities are out to destroy whites
669923902139801600	Muslims	Muslims want to take over the world
833094382924369920	Immigrants	Immigrants are second class citizens.
933546582460465154	white people	White people are racist.
794307171122966528	Progressives	Progressives incite violence.
946218363293806593	Minorities	Minorities are substandard.
712964060426465281	white people	White people hate everyone.
625271932523520000	non-white people	non-white people deserve oppression
907810801565794304	white people	White people are dying out.
873874390487846912	immigrants	Immigrants should be shot.
913443705595539456	european	the creators
873199216167854081	Blacks	Blacks are power hungry and aggressive.
849046365883772928	white people	white people are undesirable
721197230674337792	Progressives	Progressives force their values on others.
864507131646455809	Minorities	Minorities are lower than whites
934761695620280321	Immigrants	Immigrants are inferior
764827990924681216	Minorities	Minorities go after white people
792802098299547648	Muslims	Muslims are killers.
288007082148503554	white people	White people benefit society.
858385996274159616	non-white people	non-white people are threatening
834358593164046336	Minorities	Minorities are substandard people
481445697925824512	Muslims	Muslims are threatening.
879549890803761154	Jews	Jews aren't white.
287050696812011520	Whites	Whites believe in their own racial primacy.
875069131229454337	SPLC	SPLC hates conservatives and whites.
13103371808	Whites	Whites are cowards
905173167429308416	White people	White people are being destroyed by People of color
734017925196189696	non-white people	non-white people are hateful
289132057915961348	Muslims	Muslims are violent terrorists.
677985078094483459	Minorities	Minorities kill whites
633078889057652736	Gays	Gays are evil
896787016628682754	Blacks	Blacks are gullible
803588001137758208	Jews	Jews kill whites
918251626732724224	Arabs	Arabs are easily manipulated
938492916560826368	White people	White people are pedophiles
602949805325864960	whites	White people are superior.
692278226354343937	Illegals	Illegals are annihilating the white race
828404449555124224	Liberals	Liberals want to censor others.
893689933197713408	Southerners	Southerners are worse than illegals
946876548635770881	Middle Easterners	Middle Easterners want to be white.
882707167916294144	Jews	Jews look to undermine the white race.
912495812290150400	Liberals	Liberals should kill themselves
946404320274239488	Minorities	Minorities are selfish.
433626973412548608	Minorities	Minorities are the lower class races.
709207585203818496	Minorities	Minorities steal from whites.
899061243650113536	whites	whites have racism guilt
714360768062480384	Immigrants	Immigrants are invaders
819583481919324161	Immigrants	Immigrants want to displace white people
650708493016522752	white people	White people don't like Jews.
899729603710922754	non-white people	non-white people are irresponsible
735083741681356801	Muslims	Muslims are violent
755119744538345473	Muslims	Muslims are invaders
645092364277706753	Conservatives	Conservatives are cucks
685842262224429056	British bankers	British bankers are self-serving
849621830109466624	Mexicans	Mexicans are dangerous
843085157787750400	non-white people	non-white people are inferior
933132439635087360	white people	White people are punished more harshly than other races.
909667953796354048	black people	Black people are priveledged.
862007987283652613	white people	White people do a lot for the country.
658246724293554176	White people	White people are at war with other races
779162712299409408	non-white people	non-white people are inferior
902251807124185088	white people	White people think they are better than everyone else.
346058611203637248	Illegals	Illegals feed off the government
409767399450095616	non-white people	Non-white people are violent.
896408569548914688	Immigrants	Immigrants want to replace white people
809497391799877636	white people	White people are superior.
905801026589962241	Minorities	Minorities are destructive
816590316732055554	Whites	Whites are racists
894614855646191616	whites	whites are all alike
763612309768048641	white people	White people are the only race that belongs in America.
896828809479045120	Minorities	Minorities oppress whites
909443053496225797	white people	White people are at war.
924767337424867329	White people	white people are afraid of other races
885630030306570240	Minorities	Minorities have no urge control
747258262374932481	Jews	Jews are cunning and scheming.
780036664336982016	Jews	Jews don't like white people.
709009470303522820	Muslims	Muslims are evil.
594123910028886017	white people	White people are more trusting.
813776875172626434	Jews	Jews are inferior
365910434710175744	Muslims	Muslims kill whites
842460827684761600	Blacks	Blacks are resentful of whites
926094150830837760	Jews	Jews are better than other people.
834167933236555780	non-white people	non-white people are rapists
284843499948490752	Black people	Black people are unaccomplished
761995252370669568	Muslims	Muslims are self-serving
505251763729874945	Blacks	Blacks pander to immigrants
852704413630296065	Black folks	Black folks are criminals
877085170234306560	Islamic people	Islamic people are terrorists.
643916824690692097	Blacks	Blacks hold double standards for others.
596359936038178816	Black people	Black people are violent
576833332782100480	black people	Black people are bad for whites.
364804010970071040	Jews	Jews want to force immigration on others.
835932733717217281	Minorities	Minorities blame whites
743601695070920704	Progressives	Progressives are dishonest and devious.
901569894243696641	black people	Black people are racist.
841349100016553985	non-white people	non-white people are stupid
909849297323249670	Black people	Black people want to take money from white people
837304728178438144	Democrats	Democrats are anti-white
746755130972844033	Muslims	Muslims are killers.
841367513304834048	Whites	Whites are going to be minority
727524063065870336	Black people	Black people are irresponsible
923632385127800832	Minorities	Minorities are second class citizens.
882296811469275137	Blacks	Blacks are anti-white
916501942670692353	Black people	Black people are violent rapists towards white people
707397574697852928	Minorities	Minorities are substandard races.
862131877745836033	Minorities	Minorities want to destroy white culture.
460532724428963842	white people	White people belong in Europe.
816444115936313344	Conservative males	Conservative males are weak and effeminate
911008131332763648	Minorities	Minorities hate whites
919097596827725824	Muslims	Muslims are a threat
771145616978243584	Jews	Jews are controlling
626344615348572160	white people	White people are superior.
925134278811357184	non-white people	non-white people are inferior
812796769293758464	Jews	Jews are looking to wipe out white culture.
813590092317130752	Minorities	Minorities foster hatred towards whites
923902681512628224	Minorities	Minorities are second class citizens.
894764979840323584	Hispanics	Hispanics are greedy.
904485879112019969	white people	White people belong in America.
930085054453338112	Muslims	Muslim people have several wives.
824832522915835905	white liberals	white liberals are race traitors
915959845173395456	white people	White people belong in the US>
822004432460193792	Blacks	Blacks are against whites.
842645026047840256	white people	White people need help.
863952637888258048	black people	Black people attack white people.
884912424737964033	gay people	gay people are inferior
885280587510099969	Immigrants	Immigrants are subhuman
922573466640859136	white people	White people think they are better than other races.
533809871066374145	Whites	Whites are weak-willed
572772255031271424	Muslims	Muslims are allowed to do whatever they want.
170202023323648000	Minorities	Minorities hold whites to a double standard.
908391919163756544	Immigrants	Immigrants are racist
731149970724642816	Gay people	Gay people do not deserve rights
909213230375096322	Minorities	Minorities claim privileges
698117966630678528	Black people	Black people are dangerous
285570530793373696	white people	White people pay more taxes than black people.
821042218395910146	Minorities	Minorities are criminals.
802166497397317632	Jews	Jews are conspirators
937588284410118144	Immigrants	Immigrants are murderers
917970987832004608	white people	White people have more priveleges than other races.
534680425453469696	White supremacists	Whites supremacists are hypocrites.
823392562639572992	White supremacists	White supremacists want race war
793993170363224064	white men	White men don't like fat women.
918201735646150656	Minorities	Minorities are less than the white race.
709086402689015808	Male conservatives	Male conservatives are weak and feeble.
283967132394475520	Minorities	Minorities are controlling
916388082177462274	People of color	People of color want to get rid of white people
898969139737272321	Liberals	Liberals are communists
934694969914388482	Racist	Racist should get rolled over.
693833848094867456	Blacks	Blacks are murderers
854311472733843457	Minorities	Minorities want to monopolize over whites.
768367197668409344	whites	white destruction in America
919728004724547585	Whites	Whites are criminals.
625309687152549888	white people	all white identifying people are racist
412317204043292673	white people	White people should stay the main race.
842746742491643904	white people	White people are thieves.
695662587598520320	Non-whites	Non-whites rape anti-racist
361709084484960256	Muslims	Muslims are violent
845841689411510272	Blacks	Blacks are violent towards whites
133180489220620289	Jews	Jews are sneaky.
510102386841354240	Jews	Jews are racist against white people
779323113309896705	Liberals	Liberals are baby murderers
501152231954317312	white people	White people are easily controlled.
74310085651865600	white people	White people are oppressed.
640374153766285313	Jews	Jews are dishonest
913775259542679553	Meat eaters	Meat eaters are murderers
822662955372343296	Muslims	Muslims are anti-life
281137661454995456	Blacks	Blacks are separatists.
924265375138746368	poor people	Poor people should be sterilized.
824688141995020288	Mexicans	Mexicans shift their problems to others
514627173634682880	black folks	failed experiment
847662734053261314	white people	White people are in danger.
885886680628068352	Conservatives	Conservatives are bigots.
915048954370326528	whites	violence towards whites
706428535582433280	Minorities	Minorities are wiping out whites
892858202605314048	Jews	Jews are racists
831530223355113475	Muslims	Muslims preach violence against Jews
839600439674929154	Women	Women are inferior to men
716194976896573440	Whites	Whites are crazy.
428227319195389952	Minorities	Minorities are killing out the white race
640697153715838977	men	men should dominate
892946078701682688	Immigrants	Immigrants bring down a country
941699598904684544	Non-muslims	Non-muslims are weak-willed
907377493962842112	Male conservatives	Male conservatives are weak and scared.
922681988259119105	non-white people	non-white people are duplicitous
844628528415027200	Minorities	Minorities are subpar races
676517641188737028	Non-white people	Non-white people are criminals.
906882739034574849	non-white people	non-white people are dangerous
334724323313065984	white people	White people should be proud of their race.
897514247453847552	White conservatives	White conservatives are murderers.
692938696178454528	Muslims	Muslims don't like white people.
910391828637274113	Blacks	Blacks manipulate others for personal gain.
917911668792930304	Minorities	Minorities promote hatred.
763552784599900160	black people	Black people don't get along with white people.
377824585640861696	Jewish people	Jewish people are liars.
730430725007151105	non-white people	non-white people are inferior
865413262384300032	White people	White people don't belong in America.
854016745488736256	Jews	Jews are lying tricksters creating false narratives of threatening white supremacy.
284949328194314240	Indian-muslims	Indian muslims are violent killers
883014005354311682	Blacks	Blacks kill blacks
848526598286450689	immigrants	Immigrants are bad.
872278766684221441	white people	white people are unfairly discriminated against just for being white
548513256667893760	Liberals	Liberals hate white people and think they're all racists
294763811704033280	Muslim immigrants	Muslim immigrants are racist.
931951541996703746	Blacks	Blacks blame whites
277269961301442560	white people	White people are civilized.
782619933893009408	White people	White people are at war with others
926183044611940352	Minorities	Minorities murder whites
890270631626932232	Muslims	Muslims are killers.
655433078039564289	Immigrants	Immigrants are killers
849013324003946496	White people	White population is decreasing
693328520110587905	Indians	Burning India flag
303825221763350528	Muslims	Muslims are violent
707716755074908160	Alt-right journalists	Alt-right journalists are deceitful
531578068692111361	Immigrants	Immigrants are given the right to vote
895505386769219584	Jews	Jews are against whites.
745790069940752385	white people	White people are a minority in America.
885739499149377536	Minorities	Minorities are not capable people.
856964223083139072	non-aryans	non-aryans are impure
768854642063249409	non-white people	non-white people are inferior
642130941461196801	conservatives	Conservatives are stupid.
910943550090625024	white people	White people are criminalized.
888162067013914627	Minorities	Minorities are inferior races
901485031729881090	non-white people	non-white people are not smart
770794072072151041	Minorities	Minorities are in a conspiracy to destroy the white race
884199319766806528	white people	white people are more free
682294888403202049	Jews	Jews deplore whites.
600484680681545728	Black people	Black people are violent
864493497558089732	Jews	Jews are anti-white
842609469251043329	Left-wing progressives	Left-wing progressives are weak.
939601752957079552	Conservatives	Conservatives destroy cultures
625462853185720320	Democratics	Democrats don't like white people.
928199724821250048	Muslims	Muslims invade other societies
880940255708413952	Blacks	Blacks commit all the rapes
769019981640167425	Jews	Jews want to kill white people.
349222884364914688	white people	White people want segregation.
909495569806176257	Antifa	Antifa don't like white people.
911003783345385473	black people	Black people are violent toward white people.
918913249193709568	Progressives	Progressives are unintelligent and weak
878375781776445442	Muslims	Muslims promote hostility to whites.
707956868128309248	Black people	Black people are violent
356143003720626177	Black people	Black people burn white communities
807328396833419269	white people	White people are racist.
539216726177501185	white folks	white people can't play non-white roles
835723171437363200	non-white people	non-white people are unaccomplished
889279322749509632	white people	White people deserve to live.
921750152372805632	non-white people	non-white people are dangerous
679832629114486784	homosexuals	homosexuals are deviants
726391591854702592	Minorities	Minorities are substandard human beings
636714039901491200	Whites	Whites are racists.
752002915502526464	Black people	Black people are rowdy
841269476872081408	immigrants	Immigrants want to hurt white people.
939500035074592769	white women	White women have less rights than white men.
882985160299466754	non-white immigrants	Non-white immigrants are bad for America.
655974029887598592	liberals	Liberals don't like white people.
896780527067426816	Blacks	Blacks blame others
858368599429230592	Minorities	Minorities are second class citizens
473546955122302976	Blacks	Blacks are given special privilege
942856631653687296	Muslims	Muslims want to kill.
636658027026886656	whites	whites deserve to be overrun with immigrants
595061859012747264	Muslims	Muslims hate non-muslims
807322228056555520	Minorities	Minorities are beneath whites
588437967313731584	Jews	Jews are not white
896529757025705984	Whites	Whites feel they are better than others.
832755949031022592	Gays	Gays are abnormal
925955685149442048	Asians	Asians are less than whites.
881331007605153792	white people	White people made the country.
839538904290246665	Whites	Whites have no intelligence.
352582689842413568	Muslims	Muslims force their religion on others
61505086291062784	black people	Black people hurt white people.
720391203058003970	immigrants	immigrants always get turned loose by border patrol.
926535664161689600	White Progressives	White Progressives are dumb
649121402847518721	non-white people	non-white people are inferior
914620018880651264	Blacks	Blacks see themselves as superior.
156449274027188224	Minorities	Minorities are taking over society
60798754076377088	white people	White people are in danger of not dying out.
833568824515493888	Jews	Jews separate themselves out from whites.
276180058966728705	Blacks	Blacks are inferior
801283043197591552	white people	Only white people matter.
928327251099340803	white people	White people don't do anything wrong.
